judul_berita,penulis_berita,url_berita,media_online,tanggal_berita_dt,top_keyword,lex_match,fuzz_score,embed_sim,relevance_score,is_relevant,karakter_count,judul_berita_bersih,kategori_isu,score_kemenkeu,score_nasional,score_lainnya_hint,matched_terms,score_detail,label_reason
"Media Malaysia Prediksi Persib Bandung Menang atas Selangor FC, Begini Katanya!",Tidak Diketahui,https://bola.okezone.com/read/2025/09/22/261/3171668/media-malaysia-prediksi-persib-bandung-menang-atas-selangor-fc-begini-katanya,okezone,2025-09-22 15:36:00+07:00,makan bergizi gratis,0.0,0.283,0.709,0.51,False,79,"media malaysia prediksi persib bandung menang atas selangor fc, begini katanya!",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Eza Gionino Masih Optimis Rujuk dengan Meiza Aulia demi Anak,,https://www.tribunnews.com/seleb/7731957/eza-gionino-masih-optimis-rujuk-dengan-meiza-aulia-demi-anak,tribunnews,2025-09-22 15:44:00+07:00,makan bergizi gratis,0.0,0.3,0.699,0.51,False,60,eza gionino masih optimis rujuk dengan meiza aulia demi anak,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Purbaya Wanti-Wanti Risiko Global Masih Bayangi Ekonomi RINews1 jam yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/news/20250922141123-4-669113/purbaya-wanti-wanti-risiko-global-masih-bayangi-ekonomi-ri,cnbc,2025-09-22 00:00:00+07:00,diskusi banggar dpr,0.0,0.25,0.724,0.509,False,77,purbaya wanti-wanti risiko global masih bayangi ekonomi ri,Isu Kemenkeu,6,0,0,"{'kemenkeu': ['\\b(purbaya yudhi|purbaya)\\b'], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {'\\b(purbaya yudhi|purbaya)\\b': 6}, 'nasional': {}, 'lainnya_hint': {}}",Kuat indikasi fiskal/Kemenkeu.
"DPR Usul Penggunaan Patwal dan Strobo Cuma Khusus Pimpinan Lembaga Negara, Artis atau Lain...",Tidak Diketahui,https://www.liputan6.com/news/read/6165478/dpr-usul-penggunaan-patwal-dan-strobo-cuma-khusus-pimpinan-lembaga-negara-artis-atau-lainnya-dilarang,liputan6,2025-09-22 14:14:39+07:00,suntikan dana rp200 triliun,0.0,0.233,0.732,0.509,False,93,"dpr usul penggunaan patwal dan strobo cuma khusus pimpinan lembaga negara, artis atau lain",Isu Nasional,0,4,3,"{'kemenkeu': [], 'nasional': ['\\bdpr\\b|\\bdpd\\b|\\bmpr\\b'], 'lainnya_hint': ['\\bseleb\\b|\\bselebriti\\b|\\bgosip\\b|\\bartis\\b|\\bkorea\\b|\\bkpop\\b']}","{'kemenkeu': {}, 'nasional': {'\\bdpr\\b|\\bdpd\\b|\\bmpr\\b': 4}, 'lainnya_hint': {'\\bseleb\\b|\\bselebriti\\b|\\bgosip\\b|\\bartis\\b|\\bkorea\\b|\\bkpop\\b': 3}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
Arti Wakafa Billahi Syahida serta Tulisan Arab dan Tafsir,Tidak Diketahui,https://muslim.okezone.com/read/2025/09/22/614/3171649/arti-wakafa-billahi-syahida-serta-tulisan-arab-dan-tafsir,okezone,2025-09-22 14:26:00+07:00,makan bergizi gratis,0.0,0.312,0.692,0.509,False,57,arti wakafa billahi syahida serta tulisan arab dan tafsir,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Segini Biaya Operasional Kader Pengantar MBG untuk Ibu Hamil dan Balita,,https://www.tribunnews.com/nasional/7731961/segini-biaya-operasional-kader-pengantar-mbg-untuk-ibu-hamil-dan-balita,tribunnews,2025-09-22 15:52:00+07:00,MBG,1.0,0.081,0.642,0.509,False,71,segini biaya operasional kader pengantar mbg untuk ibu hamil dan balita,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Respons Bupati Sidoarjo soal Bakal Dilaporkan oleh Wabup ke Kemendagri,Tidak Diketahui,https://news.detik.com/berita/d-8124511/respons-bupati-sidoarjo-soal-bakal-dilaporkan-oleh-wabup-ke-kemendagri,detik,2033-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.247,0.723,0.508,False,70,respons bupati sidoarjo soal bakal dilaporkan oleh wabup ke kemendagri,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"335 Murid di Banggai Kepulauan Sulteng Diduga Keracunan MBG hingga Kejang: BGN Minta Maaf,...",Tidak Diketahui,https://www.liputan6.com/news/read/6164742/335-murid-di-banggai-kepulauan-sulteng-diduga-keracunan-mbg-hingga-kejang-bgn-minta-maaf-janji-investigasi,liputan6,2025-09-21 11:09:26+07:00,MBG,1.0,0.062,0.648,0.508,False,93,335 murid di banggai kepulauan sulteng diduga keracunan mbg hingga kejang: bgn minta maaf,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Cegah Keracunan, BGN Latih Ribuan Petugas Penjamah Makanan MBG",Tidak Diketahui,https://news.okezone.com/read/2025/09/22/337/3171636/cegah-keracunan-bgn-latih-ribuan-petugas-penjamah-makanan-mbg,okezone,2025-09-22 13:47:00+07:00,MBG,1.0,0.092,0.634,0.508,False,62,"cegah keracunan, bgn latih ribuan petugas penjamah makanan mbg",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Tiga Jet Tempur MiG-31 Rusia Cueki Sinyal Peringatan Saat Terbang ke Wilayah Udara NATO,,https://www.tribunnews.com/internasional/7731633/tiga-jet-tempur-mig-31-rusia-cueki-sinyal-peringatan-saat-terbang-ke-wilayah-udara-nato,tribunnews,2025-09-21 23:21:00+07:00,suntikan dana rp200 triliun,0.0,0.263,0.715,0.508,False,87,tiga jet tempur mig-31 rusia cueki sinyal peringatan saat terbang ke wilayah udara nato,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"2 Pelaku Penusukan Kakak Beradik di Kudus Diringkus di NTB, Motif Diduga Sakit Hati",,https://www.tribunnews.com/regional/7731903/2-pelaku-penusukan-kakak-beradik-di-kudus-diringkus-di-ntb-motif-diduga-sakit-hati,tribunnews,2025-09-22 14:37:00+07:00,makan bergizi gratis,0.0,0.291,0.7,0.508,False,83,"2 pelaku penusukan kakak beradik di kudus diringkus di ntb, motif diduga sakit hati",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Akhirnya Bertemu Meiza Aulia di Persidangan, Eza Gionino Menangis: Orang yang Saya Cintai",,https://www.tribunnews.com/seleb/7731910/akhirnya-bertemu-meiza-aulia-di-persidangan-eza-gionino-menangis-orang-yang-saya-cintai,tribunnews,2025-09-22 14:43:00+07:00,makan bergizi gratis,0.0,0.275,0.709,0.508,False,89,"akhirnya bertemu meiza aulia di persidangan, eza gionino menangis: orang yang saya cintai",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Hasil Klasemen Super League: Persija Tumbang, Nafas Lega PSM Keluar dari Juru Kunci",,https://www.tribunnews.com/superskor/7731622/hasil-klasemen-super-league-persija-tumbang-nafas-lega-psm-keluar-dari-juru-kunci,tribunnews,2025-09-21 21:02:00+07:00,diskusi banggar dpr,0.0,0.255,0.72,0.508,False,83,"hasil klasemen super league: persija tumbang, nafas lega psm keluar dari juru kunci",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Kunci Jawaban Informatika Kelas 5 Halaman 61 Kurikulum Merdeka Bab 4: Pertanyaan Pemantik,,https://www.tribunnews.com/pendidikan/7731599/kunci-jawaban-informatika-kelas-5-halaman-61-kurikulum-merdeka-bab-4-pertanyaan-pemantik,tribunnews,2025-09-21 19:17:00+07:00,suntikan dana rp200 triliun,0.0,0.259,0.718,0.508,False,89,kunci jawaban informatika kelas 5 halaman 61 kurikulum merdeka bab 4: pertanyaan pemantik,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Diguncang Rentetan Gempa, Warga Bogor Mengungsi di Tenda Darurat",Tidak Diketahui,https://www.liputan6.com/news/read/6165083/diguncang-rentetan-gempa-warga-bogor-mengungsi-di-tenda-darurat,liputan6,2025-09-22 00:09:14+07:00,diskusi banggar dpr,0.0,0.289,0.701,0.507,False,64,"diguncang rentetan gempa, warga bogor mengungsi di tenda darurat",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Ketidakpastian Global Mereda, Purbaya: Kemarin Takut, Sekarang Harusnya Berani",Tidak Diketahui,https://economy.okezone.com/read/2025/09/22/320/3171655/ketidakpastian-global-mereda-purbaya-kemarin-takut-sekarang-harusnya-berani,okezone,2025-09-22 14:52:00+07:00,suntikan dana rp200 triliun,0.0,0.267,0.711,0.507,False,78,"ketidakpastian global mereda, purbaya: kemarin takut, sekarang harusnya berani",Isu Kemenkeu,6,0,0,"{'kemenkeu': ['\\b(purbaya yudhi|purbaya)\\b'], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {'\\b(purbaya yudhi|purbaya)\\b': 6}, 'nasional': {}, 'lainnya_hint': {}}",Kuat indikasi fiskal/Kemenkeu.
Perludem: KPU Dalang Utama yang Sebabkan 211 Anggota DPR RI Tidak Cantumkan Riwayat Pendidikan,,https://www.tribunnews.com/nasional/7731611/perludem-kpu-dalang-utama-yang-sebabkan-211-anggota-dpr-ri-tidak-cantumkan-riwayat-pendidikan,tribunnews,2025-09-21 20:20:00+07:00,suntikan dana rp200 triliun,0.0,0.281,0.705,0.507,False,94,perludem: kpu dalang utama yang sebabkan 211 anggota dpr ri tidak cantumkan riwayat pendidikan,Isu Nasional,0,8,0,"{'kemenkeu': [], 'nasional': ['\\bdpr\\b|\\bdpd\\b|\\bmpr\\b', '\\bmk\\b|\\bmahkamah konstitusi\\b|\\bma\\b|\\bmahkamah agung\\b|\\bbawaslu\\b|\\bkpu\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bdpr\\b|\\bdpd\\b|\\bmpr\\b': 4, '\\bmk\\b|\\bmahkamah konstitusi\\b|\\bma\\b|\\bmahkamah agung\\b|\\bbawaslu\\b|\\bkpu\\b': 4}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
Median Rilis Hasil Survei Terbaru Persepsi Publik terhadap Demo Agustus-September 2025,,https://www.tribunnews.com/nasional/7731932/median-rilis-hasil-survei-terbaru-persepsi-publik-terhadap-demo-agustus-september-2025,tribunnews,2025-09-22 15:12:00+07:00,diskusi banggar dpr,0.0,0.248,0.721,0.507,False,86,median rilis hasil survei terbaru persepsi publik terhadap demo agustus-september 2025,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Gempa Hari Ini Saat Akhir Pekan Minggu 21 September 2025: Enam Kali Getarkan Indonesia,Tidak Diketahui,https://www.liputan6.com/news/read/6165012/gempa-hari-ini-saat-akhir-pekan-minggu-21-september-2025-enam-kali-getarkan-indonesia,liputan6,2025-09-21 20:35:16+07:00,makan bergizi gratis,0.0,0.283,0.702,0.506,False,86,gempa hari ini saat akhir pekan minggu 21 september 2025: enam kali getarkan indonesia,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Harga Emas Antam Hari Ini 22 September 2025 Lebih Mahal Rp 1.000, Cek di Sini",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165167/harga-emas-antam-hari-ini-22-september-2025-lebih-mahal-rp-1000-cek-di-sini,liputan6,2025-09-22 08:51:39+07:00,suntikan dana rp200 triliun,0.0,0.269,0.709,0.506,False,77,"harga emas antam hari ini 22 september 2025 lebih mahal rp 1.000, cek di sini",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Anyaman Kebumen Go International! Taklukkan Amerika - EropaResearch4 menit yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/research/20250918165138-128-668258/anyaman-kebumen-go-international-taklukkan-amerika--eropa,cnbc,2025-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.212,0.734,0.504,False,84,anyaman kebumen go international! taklukkan amerika - eroparesearch4 menit yang lalu,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Hati-hati Jika WhatsApp Mendadak Begini, Kenali Ciri Disadap dari JauhTech19 menit yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/tech/20250922130811-37-669069/hati-hati-jika-whatsapp-mendadak-begini-kenali-ciri-disadap-dari-jauh,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.202,0.74,0.504,False,92,"hati-hati jika whatsapp mendadak begini, kenali ciri disadap dari jauh",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
2 Kakek yang Cabuli 2 Bocah di Bogor Terancam Penjara 15 Tahun,Tidak Diketahui,https://news.detik.com/berita/d-8123271/2-kakek-yang-cabuli-2-bocah-di-bogor-terancam-penjara-15-tahun,detik,2025-09-21 00:00:00+07:00,makan bergizi gratis,0.0,0.244,0.718,0.504,False,62,2 kakek yang cabuli 2 bocah di bogor terancam penjara 15 tahun,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Polisi Setop Penggunaan Sirine Pengawalan Pejabat, DPR: Harusnya Dikecilkan Saja dan Wajib...",Tidak Diketahui,https://www.liputan6.com/news/read/6164845/polisi-setop-penggunaan-sirine-pengawalan-pejabat-dpr-harusnya-dikecilkan-saja-dan-wajib-santun-berkendara,liputan6,2025-09-21 15:00:07+07:00,suntikan dana rp200 triliun,0.0,0.217,0.732,0.504,False,93,"polisi setop penggunaan sirine pengawalan pejabat, dpr: harusnya dikecilkan saja dan wajib",Isu Nasional,0,4,0,"{'kemenkeu': [], 'nasional': ['\\bdpr\\b|\\bdpd\\b|\\bmpr\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bdpr\\b|\\bdpd\\b|\\bmpr\\b': 4}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"Rupiah Ambruk 3 Hari, Pengamat Soroti Dinamika Politik Dalam Negeri",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165299/rupiah-ambruk-3-hari-pengamat-soroti-dinamika-politik-dalam-negeri,liputan6,2025-09-22 11:10:08+07:00,suntikan dana rp200 triliun,0.0,0.277,0.703,0.504,False,67,"rupiah ambruk 3 hari, pengamat soroti dinamika politik dalam negeri",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Harga Emas Pegadaian Hari Ini Minggu 21 September 2025: Antam hingga UBS Kompak Meroket,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164651/harga-emas-pegadaian-hari-ini-minggu-21-september-2025-antam-hingga-ubs-kompak-meroket,liputan6,2025-09-21 09:00:23+07:00,diskusi banggar dpr,0.0,0.226,0.727,0.504,False,87,harga emas pegadaian hari ini minggu 21 september 2025: antam hingga ubs kompak meroket,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Bupati Bandung Barat Batalkan Kenaikan Tunjangan Anggota DPRD, Prioritaskan Anggaran Masyarakat",,https://www.tribunnews.com/regional/7731592/bupati-bandung-barat-batalkan-kenaikan-tunjangan-anggota-dprd-prioritaskan-anggaran-masyarakat,tribunnews,2025-09-21 18:32:00+07:00,makan bergizi gratis,0.0,0.209,0.736,0.504,False,95,"bupati bandung barat batalkan kenaikan tunjangan anggota dprd, prioritaskan anggaran masyarakat",Isu Lainnya,3,0,0,"{'kemenkeu': ['\\banggaran\\b'], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {'\\banggaran\\b': 3}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Ada Gerakan 'Stop Tot Tot Wuk Wuk', Panglima TNI Ngaku juga Terganggu Suara Sirene dan Strobo",,https://www.tribunnews.com/nasional/7731579/ada-gerakan-stop-tot-tot-wuk-wuk-panglima-tni-ngaku-juga-terganggu-suara-sirene-dan-strobo,tribunnews,2025-09-21 17:34:00+07:00,diskusi banggar dpr,0.0,0.25,0.714,0.504,False,93,"ada gerakan 'stop tot tot wuk wuk', panglima tni ngaku juga terganggu suara sirene dan strobo",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Belanja Pemda Seret, Uangnya 'Ngendap' di Bank hingga Rp233 TNews45 menit yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/news/20250922150616-4-669145/belanja-pemda-seret-uangnya-ngendap-di-bank-hingga-rp233-t,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.255,0.711,0.503,False,83,"belanja pemda seret, uangnya 'ngendap' di bank hingga rp233 t",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Blak-blakan Kapolri Ungkap Alasan Bentuk Tim Reformasi Polri,Tidak Diketahui,https://www.liputan6.com/news/read/6165386/blak-blakan-kapolri-ungkap-alasan-bentuk-tim-reformasi-polri,liputan6,2025-09-22 12:23:53+07:00,makan bergizi gratis,0.0,0.325,0.676,0.503,False,60,blak-blakan kapolri ungkap alasan bentuk tim reformasi polri,Isu Nasional,0,9,0,"{'kemenkeu': [], 'nasional': ['\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b', '\\bkapolri\\b|\\bkapuspen\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b': 5, '\\bkapolri\\b|\\bkapuspen\\b': 4}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"Titik Demo Hari Ini Senin 22 September 2025 di Jakarta, Dikawal 5.367 Personel Gabungan",Tidak Diketahui,https://www.liputan6.com/news/read/6165241/titik-demo-hari-ini-senin-22-september-2025-di-jakarta-dikawal-5367-personel-gabungan,liputan6,2025-09-22 10:15:02+07:00,suntikan dana rp200 triliun,0.0,0.193,0.741,0.503,False,87,"titik demo hari ini senin 22 september 2025 di jakarta, dikawal 5.367 personel gabungan",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Tim LNHAM Petakan 7 Ruang Lingkup Investigasi dalam Tragedi Kerusuhan Agustus-September 20...,Tidak Diketahui,https://www.liputan6.com/news/read/6164987/tim-lnham-petakan-7-ruang-lingkup-investigasi-dalam-tragedi-kerusuhan-agustus-september-2025,liputan6,2025-09-21 19:23:46+07:00,suntikan dana rp200 triliun,0.0,0.25,0.713,0.503,False,93,tim lnham petakan 7 ruang lingkup investigasi dalam tragedi kerusuhan agustus-september 20,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"DPW PPP Lampung Gelar Mukerwil, 14 DPC Deklarasi Dukung Agus Suparmanto Jadi Ketum",Tidak Diketahui,https://www.liputan6.com/news/read/6165196/dpw-ppp-lampung-gelar-mukerwil-14-dpc-deklarasi-dukung-agus-suparmanto-jadi-ketum,liputan6,2025-09-21 18:08:58+07:00,diskusi banggar dpr,0.0,0.238,0.719,0.503,False,82,"dpw ppp lampung gelar mukerwil, 14 dpc deklarasi dukung agus suparmanto jadi ketum",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Jawaban Nyeleneh Menkeu Purbaya Soal Gaji Pejabat Naik,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164973/jawaban-nyeleneh-menkeu-purbaya-soal-gaji-pejabat-naik,liputan6,2025-09-21 19:15:34+07:00,makan bergizi gratis,0.0,0.297,0.689,0.503,False,54,jawaban nyeleneh menkeu purbaya soal gaji pejabat naik,Isu Kemenkeu,12,0,0,"{'kemenkeu': ['\\bmenkeu\\b', '\\b(purbaya yudhi|purbaya)\\b'], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {'\\bmenkeu\\b': 6, '\\b(purbaya yudhi|purbaya)\\b': 6}, 'nasional': {}, 'lainnya_hint': {}}",Kuat indikasi fiskal/Kemenkeu.
"Purbaya: Tak Ada Manipulasi Data Pertumbuhan Ekonomi RI 5,12% di Q2News1 jam yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/news/20250922142454-4-669123/purbaya-tak-ada-manipulasi-data-pertumbuhan-ekonomi-ri-512-di-q2,cnbc,2025-09-22 00:00:00+07:00,suntikan dana rp200 triliun,0.0,0.283,0.696,0.502,False,86,"purbaya: tak ada manipulasi data pertumbuhan ekonomi ri 5,12% di q2",Isu Kemenkeu,6,0,0,"{'kemenkeu': ['\\b(purbaya yudhi|purbaya)\\b'], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {'\\b(purbaya yudhi|purbaya)\\b': 6}, 'nasional': {}, 'lainnya_hint': {}}",Kuat indikasi fiskal/Kemenkeu.
21 September Diperingati sebagai Hari Apa? Simak Selengkapnya!,Tidak Diketahui,https://www.liputan6.com/news/read/6165044/21-september-diperingati-sebagai-hari-apa-simak-selengkapnya,liputan6,2025-09-21 06:30:08+07:00,makan bergizi gratis,0.0,0.244,0.715,0.502,False,62,21 september diperingati sebagai hari apa? simak selengkapnya!,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Ekonomi Kreatif Jadi Mesin Baru Pertumbuhan Ekonomi,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164809/ekonomi-kreatif-jadi-mesin-baru-pertumbuhan-ekonomi,liputan6,2025-09-21 13:30:46+07:00,diskusi banggar dpr,0.0,0.314,0.68,0.502,False,51,ekonomi kreatif jadi mesin baru pertumbuhan ekonomi,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Viral Pria bak Bang Jago Pamer Senpi di Tangerang, Ternyata Pistol Mainan",Tidak Diketahui,https://news.okezone.com/read/2025/09/22/338/3171627/viral-pria-bak-bang-jago-pamer-senpi-di-tangerang-ternyata-pistol-mainan,okezone,2025-09-22 13:16:00+07:00,diskusi banggar dpr,0.0,0.261,0.706,0.502,False,73,"viral pria bak bang jago pamer senpi di tangerang, ternyata pistol mainan",Isu Lainnya,0,0,2,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': ['\\bviral\\b|\\btiktok\\b|\\binstagram\\b']}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {'\\bviral\\b|\\btiktok\\b|\\binstagram\\b': 2}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"30 Kali Gempa Swarm Goyang Bogor dan Sukabumi, Diduga Akibat Sesar Misterius",,https://www.tribunnews.com/nasional/7731605/30-kali-gempa-swarm-goyang-bogor-dan-sukabumi-diduga-akibat-sesar-misterius,tribunnews,2025-09-21 20:00:00+07:00,suntikan dana rp200 triliun,0.0,0.252,0.71,0.502,False,76,"30 kali gempa swarm goyang bogor dan sukabumi, diduga akibat sesar misterius",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Putri Sulung Mendiang Mpok Alpa Jadi Saksi di Sidang Perwalian Anak,,https://www.tribunnews.com/seleb/7731952/putri-sulung-mendiang-mpok-alpa-jadi-saksi-di-sidang-perwalian-anak,tribunnews,2025-09-22 15:36:00+07:00,diskusi banggar dpr,0.0,0.256,0.71,0.502,False,67,putri sulung mendiang mpok alpa jadi saksi di sidang perwalian anak,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
